"TimeGenerated","LossHealthState","Loss"
"9/21/2019 11:15:08 AM","Healthy","0"
"9/21/2019 11:15:08 AM","Healthy","0"
"9/21/2019 11:15:08 AM","Healthy","0"
"9/21/2019 11:12:08 AM","Healthy","0"
"9/21/2019 11:12:08 AM","Healthy","0"
"9/21/2019 11:12:08 AM","Healthy","0"
"9/21/2019 11:12:08 AM","Healthy","0"
"9/21/2019 11:09:08 AM","Healthy","6.015038"
"9/21/2019 11:09:08 AM","Healthy","6.616541"
"9/21/2019 11:09:08 AM","Unhealthy","6.015038"
"9/21/2019 11:09:08 AM","Unhealthy","6.616541"
"9/21/2019 11:06:08 AM","Healthy","0"
"9/21/2019 11:06:08 AM","Healthy","0"
"9/21/2019 11:06:08 AM","Healthy","0"
"9/21/2019 11:06:08 AM","Healthy","0"
"9/21/2019 11:03:08 AM","Healthy","0"
"9/21/2019 11:03:08 AM","Healthy","0"
"9/21/2019 11:03:08 AM","Healthy","0"
"9/21/2019 11:03:08 AM","Healthy","0"
"9/21/2019 11:00:08 AM","Healthy","6.616541"
"9/21/2019 11:00:08 AM","Healthy","6.015038"
"9/21/2019 11:00:08 AM","Unhealthy","6.015038"
"9/21/2019 11:00:08 AM","Unhealthy","6.616541"
"9/21/2019 10:57:08 AM","Healthy","0"
"9/21/2019 10:57:08 AM","Healthy","0"
"9/21/2019 10:57:08 AM","Healthy","0"
"9/21/2019 10:57:08 AM","Healthy","0"
"9/21/2019 10:54:08 AM","Healthy","0"
"9/21/2019 10:54:08 AM","Healthy","0"
"9/21/2019 10:54:08 AM","Healthy","0"
"9/21/2019 10:54:08 AM","Healthy","0"
"9/21/2019 10:51:08 AM","Healthy","6.015038"
"9/21/2019 10:51:08 AM","Healthy","6.616541"
"9/21/2019 10:51:08 AM","Unhealthy","6.616541"
"9/21/2019 10:51:08 AM","Unhealthy","6.015038"
"9/21/2019 10:48:08 AM","Healthy","0"
"9/21/2019 10:48:08 AM","Healthy","0"
"9/21/2019 10:48:08 AM","Healthy","0"
"9/21/2019 10:48:08 AM","Healthy","0"
"9/21/2019 10:45:08 AM","Healthy","0"
"9/21/2019 10:45:08 AM","Healthy","0"
"9/21/2019 10:45:08 AM","Healthy","0"
"9/21/2019 10:45:08 AM","Healthy","0"
"9/21/2019 10:42:08 AM","Healthy","0"
"9/21/2019 10:42:08 AM","Healthy","0"
"9/21/2019 10:42:08 AM","Healthy","0"
"9/21/2019 10:42:08 AM","Healthy","0"
"9/21/2019 10:39:08 AM","Healthy","6.616541"
"9/21/2019 10:39:08 AM","Healthy","6.015038"
"9/21/2019 10:39:08 AM","Unhealthy","6.015038"
"9/21/2019 10:39:08 AM","Unhealthy","6.616541"
"9/21/2019 10:36:08 AM","Healthy","0"
"9/21/2019 10:36:08 AM","Healthy","0"
"9/21/2019 10:36:08 AM","Healthy","0"
"9/21/2019 10:36:08 AM","Healthy","0"
"9/21/2019 10:33:08 AM","Healthy","0"
"9/21/2019 10:33:08 AM","Healthy","0"
"9/21/2019 10:33:08 AM","Healthy","0"
"9/21/2019 10:33:08 AM","Healthy","0"
"9/21/2019 10:30:08 AM","Healthy","6.616541"
"9/21/2019 10:30:08 AM","Healthy","6.015038"
"9/21/2019 10:30:08 AM","Unhealthy","6.616541"
"9/21/2019 10:30:08 AM","Unhealthy","6.015038"
"9/21/2019 10:27:08 AM","Healthy","0"
"9/21/2019 10:27:08 AM","Healthy","0"
"9/21/2019 10:27:08 AM","Healthy","0"
"9/21/2019 10:27:08 AM","Healthy","0"
"9/21/2019 10:24:08 AM","Healthy","0"
"9/21/2019 10:24:08 AM","Healthy","0"
"9/21/2019 10:24:08 AM","Healthy","0"
"9/21/2019 10:24:08 AM","Healthy","0"
"9/21/2019 10:21:08 AM","Healthy","6.616541"
"9/21/2019 10:21:08 AM","Healthy","6.015038"
"9/21/2019 10:21:08 AM","Unhealthy","6.616541"
"9/21/2019 10:21:08 AM","Unhealthy","6.015038"
"9/21/2019 10:18:08 AM","Healthy","0"
"9/21/2019 10:18:08 AM","Healthy","0"
"9/21/2019 10:18:08 AM","Healthy","0"
"9/21/2019 10:18:08 AM","Healthy","0"
"9/21/2019 10:15:08 AM","Healthy","0"
"9/21/2019 10:15:08 AM","Healthy","0"
"9/21/2019 10:15:08 AM","Healthy","0"
"9/21/2019 10:15:08 AM","Healthy","0"
"9/21/2019 10:12:08 AM","Healthy","0"
"9/21/2019 10:12:08 AM","Healthy","0"
"9/21/2019 10:12:08 AM","Healthy","0"
"9/21/2019 10:12:08 AM","Healthy","0"
"9/21/2019 10:09:08 AM","Healthy","6.616541"
"9/21/2019 10:09:08 AM","Healthy","6.015038"
"9/21/2019 10:09:08 AM","Unhealthy","6.015038"
"9/21/2019 10:09:08 AM","Unhealthy","6.616541"
"9/21/2019 10:06:08 AM","Healthy","0"
"9/21/2019 10:06:08 AM","Healthy","0"
"9/21/2019 10:06:08 AM","Healthy","0"
"9/21/2019 10:06:08 AM","Healthy","0"
"9/21/2019 10:03:08 AM","Healthy","0"
"9/21/2019 10:03:08 AM","Healthy","0"
"9/21/2019 10:03:08 AM","Healthy","0"
"9/21/2019 10:03:08 AM","Healthy","0"
"9/21/2019 10:00:08 AM","Healthy","6.616541"
"9/21/2019 10:00:08 AM","Healthy","6.015038"
"9/21/2019 10:00:08 AM","Unhealthy","6.616541"
"9/21/2019 10:00:08 AM","Unhealthy","6.015038"
"9/21/2019 9:57:08 AM","Healthy","0"
"9/21/2019 9:57:08 AM","Healthy","0"
"9/21/2019 9:57:08 AM","Healthy","0"
"9/21/2019 9:57:08 AM","Healthy","0"
"9/21/2019 9:54:08 AM","Healthy","0"
"9/21/2019 9:54:08 AM","Healthy","0"
"9/21/2019 9:54:08 AM","Healthy","0"
"9/21/2019 9:54:08 AM","Healthy","0"
"9/21/2019 9:51:08 AM","Healthy","6.616541"
"9/21/2019 9:51:08 AM","Healthy","6.015038"
"9/21/2019 9:51:08 AM","Unhealthy","6.015038"
"9/21/2019 9:51:08 AM","Unhealthy","6.616541"
"9/21/2019 9:48:08 AM","Healthy","0"
"9/21/2019 9:48:08 AM","Healthy","0"
"9/21/2019 9:48:08 AM","Healthy","0"
"9/21/2019 9:48:08 AM","Healthy","0"
"9/21/2019 9:45:08 AM","Healthy","0"
"9/21/2019 9:45:08 AM","Healthy","0"
"9/21/2019 9:45:08 AM","Healthy","0"
"9/21/2019 9:45:08 AM","Healthy","0"
"9/21/2019 9:42:08 AM","Healthy","0"
"9/21/2019 9:42:08 AM","Healthy","0"
"9/21/2019 9:42:08 AM","Healthy","0"
"9/21/2019 9:42:08 AM","Healthy","0"
"9/21/2019 9:39:08 AM","Healthy","6.616541"
"9/21/2019 9:39:08 AM","Healthy","6.015038"
"9/21/2019 9:39:08 AM","Unhealthy","6.015038"
"9/21/2019 9:39:08 AM","Unhealthy","6.616541"
"9/21/2019 9:36:08 AM","Healthy","0"
"9/21/2019 9:36:08 AM","Healthy","0"
"9/21/2019 9:36:08 AM","Healthy","0"
"9/21/2019 9:36:08 AM","Healthy","0"
"9/21/2019 9:33:08 AM","Healthy","0"
"9/21/2019 9:33:08 AM","Healthy","0"
"9/21/2019 9:33:08 AM","Healthy","0"
"9/21/2019 9:33:08 AM","Healthy","0"
"9/21/2019 9:30:08 AM","Healthy","6.015038"
"9/21/2019 9:30:08 AM","Healthy","6.616541"
"9/21/2019 9:30:08 AM","Unhealthy","6.015038"
"9/21/2019 9:30:08 AM","Unhealthy","6.616541"
"9/21/2019 9:27:08 AM","Healthy","0"
"9/21/2019 9:27:08 AM","Healthy","0"
"9/21/2019 9:27:08 AM","Healthy","0"
"9/21/2019 9:27:08 AM","Healthy","0"
"9/21/2019 9:24:08 AM","Healthy","0"
"9/21/2019 9:24:08 AM","Healthy","0"
"9/21/2019 9:24:08 AM","Healthy","0"
"9/21/2019 9:24:08 AM","Healthy","0"
"9/21/2019 9:21:08 AM","Healthy","6.015038"
"9/21/2019 9:21:08 AM","Healthy","6.616541"
"9/21/2019 9:21:08 AM","Unhealthy","6.015038"
"9/21/2019 9:21:08 AM","Unhealthy","6.616541"
"9/21/2019 9:18:08 AM","Healthy","0"
"9/21/2019 9:18:08 AM","Healthy","0"
"9/21/2019 9:18:08 AM","Healthy","0"
"9/21/2019 9:18:08 AM","Healthy","0"
"9/21/2019 9:15:08 AM","Healthy","0"
"9/21/2019 9:15:08 AM","Healthy","0"
"9/21/2019 9:15:08 AM","Healthy","0"
"9/21/2019 9:15:08 AM","Healthy","0"
"9/21/2019 9:12:08 AM","Healthy","0"
"9/21/2019 9:12:08 AM","Healthy","0"
"9/21/2019 9:12:08 AM","Healthy","0"
"9/21/2019 9:12:08 AM","Healthy","0"
"9/21/2019 9:09:08 AM","Healthy","6.015038"
"9/21/2019 9:09:08 AM","Healthy","6.616541"
"9/21/2019 9:09:08 AM","Unhealthy","6.015038"
"9/21/2019 9:09:08 AM","Unhealthy","6.616541"
"9/21/2019 9:06:08 AM","Healthy","0"
"9/21/2019 9:06:08 AM","Healthy","0"
"9/21/2019 9:06:08 AM","Healthy","0"
"9/21/2019 9:06:08 AM","Healthy","0"
"9/21/2019 9:03:08 AM","Healthy","0"
"9/21/2019 9:03:08 AM","Healthy","0"
"9/21/2019 9:03:08 AM","Healthy","0"
"9/21/2019 9:03:08 AM","Healthy","0"
"9/21/2019 9:00:08 AM","Healthy","6.015038"
"9/21/2019 9:00:08 AM","Healthy","6.616541"
"9/21/2019 9:00:08 AM","Unhealthy","6.616541"
"9/21/2019 9:00:08 AM","Unhealthy","6.015038"
"9/21/2019 8:57:08 AM","Healthy","0"
"9/21/2019 8:57:08 AM","Healthy","0"
"9/21/2019 8:57:08 AM","Healthy","0"
"9/21/2019 8:57:08 AM","Healthy","0"
"9/21/2019 8:54:08 AM","Healthy","0"
"9/21/2019 8:54:08 AM","Healthy","0"
"9/21/2019 8:54:08 AM","Healthy","0"
"9/21/2019 8:54:08 AM","Healthy","0"
"9/21/2019 8:51:08 AM","Healthy","6.616541"
"9/21/2019 8:51:08 AM","Healthy","6.015038"
"9/21/2019 8:51:08 AM","Unhealthy","6.015038"
"9/21/2019 8:51:08 AM","Unhealthy","6.616541"
"9/21/2019 8:48:08 AM","Healthy","0"
"9/21/2019 8:48:08 AM","Healthy","0"
"9/21/2019 8:48:08 AM","Healthy","0"
"9/21/2019 8:48:08 AM","Healthy","0"
"9/21/2019 8:45:08 AM","Healthy","0"
"9/21/2019 8:45:08 AM","Healthy","0"
"9/21/2019 8:45:08 AM","Healthy","0"
"9/21/2019 8:45:08 AM","Healthy","0"
"9/21/2019 8:42:08 AM","Healthy","0"
"9/21/2019 8:42:08 AM","Healthy","0"
"9/21/2019 8:42:08 AM","Healthy","0"
"9/21/2019 8:42:08 AM","Healthy","0"
"9/21/2019 8:39:08 AM","Healthy","6.616541"
"9/21/2019 8:39:08 AM","Healthy","6.015038"
"9/21/2019 8:39:08 AM","Unhealthy","6.015038"
"9/21/2019 8:39:08 AM","Unhealthy","6.616541"
"9/21/2019 8:36:08 AM","Healthy","0"
"9/21/2019 8:36:08 AM","Healthy","0"
"9/21/2019 8:36:08 AM","Healthy","0"
"9/21/2019 8:36:08 AM","Healthy","0"
"9/21/2019 8:33:08 AM","Healthy","0"
"9/21/2019 8:33:08 AM","Healthy","0"
"9/21/2019 8:33:08 AM","Healthy","0"
"9/21/2019 8:33:08 AM","Healthy","0"
"9/21/2019 8:30:08 AM","Healthy","6.616541"
"9/21/2019 8:30:08 AM","Healthy","6.015038"
"9/21/2019 8:30:08 AM","Unhealthy","6.015038"
"9/21/2019 8:30:08 AM","Unhealthy","6.616541"
"9/21/2019 8:27:08 AM","Healthy","0"
"9/21/2019 8:27:08 AM","Healthy","0"
"9/21/2019 8:27:08 AM","Healthy","0"
"9/21/2019 8:27:08 AM","Healthy","0"
"9/21/2019 8:24:08 AM","Healthy","0"
"9/21/2019 8:24:08 AM","Healthy","0"
"9/21/2019 8:24:08 AM","Healthy","0"
"9/21/2019 8:24:08 AM","Healthy","0"
"9/21/2019 8:21:08 AM","Healthy","6.015038"
"9/21/2019 8:21:08 AM","Healthy","6.616541"
"9/21/2019 8:21:08 AM","Unhealthy","6.015038"
"9/21/2019 8:21:08 AM","Unhealthy","6.616541"
"9/21/2019 8:18:08 AM","Healthy","0"
"9/21/2019 8:18:08 AM","Healthy","0"
"9/21/2019 8:18:08 AM","Healthy","0"
"9/21/2019 8:18:08 AM","Healthy","0"
"9/21/2019 8:15:08 AM","Healthy","0"
"9/21/2019 8:15:08 AM","Healthy","0"
"9/21/2019 8:15:08 AM","Healthy","0"
"9/21/2019 8:15:08 AM","Healthy","0"
"9/21/2019 8:12:08 AM","Healthy","0"
"9/21/2019 8:12:08 AM","Healthy","0"
"9/21/2019 8:12:08 AM","Healthy","0"
"9/21/2019 8:12:08 AM","Healthy","0"
"9/21/2019 8:09:08 AM","Healthy","6.616541"
"9/21/2019 8:09:08 AM","Healthy","6.015038"
"9/21/2019 8:09:08 AM","Unhealthy","6.015038"
"9/21/2019 8:09:08 AM","Unhealthy","6.616541"
"9/21/2019 8:06:08 AM","Healthy","0"
"9/21/2019 8:06:08 AM","Healthy","0"
"9/21/2019 8:06:08 AM","Healthy","0"
"9/21/2019 8:06:08 AM","Healthy","0"
"9/21/2019 8:03:08 AM","Healthy","0"
"9/21/2019 8:03:08 AM","Healthy","0"
"9/21/2019 8:03:08 AM","Healthy","0"
"9/21/2019 8:03:08 AM","Healthy","0"
"9/21/2019 8:00:08 AM","Healthy","6.015038"
"9/21/2019 8:00:08 AM","Healthy","6.616541"
"9/21/2019 8:00:08 AM","Unhealthy","6.616541"
"9/21/2019 8:00:08 AM","Unhealthy","6.015038"
"9/21/2019 7:57:08 AM","Healthy","0"
"9/21/2019 7:57:08 AM","Healthy","0"
"9/21/2019 7:57:08 AM","Healthy","0"
"9/21/2019 7:57:08 AM","Healthy","0"
"9/21/2019 7:54:08 AM","Healthy","0"
"9/21/2019 7:54:08 AM","Healthy","0"
"9/21/2019 7:54:08 AM","Healthy","0"
"9/21/2019 7:54:08 AM","Healthy","0"
"9/21/2019 7:51:08 AM","Healthy","6.015038"
"9/21/2019 7:51:08 AM","Healthy","6.616541"
"9/21/2019 7:51:08 AM","Unhealthy","6.616541"
"9/21/2019 7:51:08 AM","Unhealthy","6.015038"
"9/21/2019 7:48:08 AM","Healthy","0"
"9/21/2019 7:48:08 AM","Healthy","0"
"9/21/2019 7:48:08 AM","Healthy","0"
"9/21/2019 7:48:08 AM","Healthy","0"
"9/21/2019 7:45:08 AM","Healthy","0"
"9/21/2019 7:45:08 AM","Healthy","0"
"9/21/2019 7:45:08 AM","Healthy","0"
"9/21/2019 7:45:08 AM","Healthy","0"
"9/21/2019 7:42:08 AM","Healthy","0"
"9/21/2019 7:42:08 AM","Healthy","0"
"9/21/2019 7:42:08 AM","Healthy","0"
"9/21/2019 7:42:08 AM","Healthy","0"
"9/21/2019 7:39:08 AM","Healthy","6.616541"
"9/21/2019 7:39:08 AM","Healthy","6.015038"
"9/21/2019 7:39:08 AM","Unhealthy","6.015038"
"9/21/2019 7:39:08 AM","Unhealthy","6.616541"
"9/21/2019 7:36:08 AM","Healthy","0"
"9/21/2019 7:36:08 AM","Healthy","0"
"9/21/2019 7:36:08 AM","Healthy","0"
"9/21/2019 7:36:08 AM","Healthy","0"
"9/21/2019 7:33:08 AM","Healthy","0"
"9/21/2019 7:33:08 AM","Healthy","0"
"9/21/2019 7:33:08 AM","Healthy","0"
"9/21/2019 7:33:08 AM","Healthy","0"
"9/21/2019 7:30:08 AM","Healthy","6.015038"
"9/21/2019 7:30:08 AM","Healthy","6.616541"
"9/21/2019 7:30:08 AM","Unhealthy","6.015038"
"9/21/2019 7:30:08 AM","Unhealthy","6.616541"
"9/21/2019 7:27:08 AM","Healthy","0"
"9/21/2019 7:27:08 AM","Healthy","0"
"9/21/2019 7:27:08 AM","Healthy","0"
"9/21/2019 7:27:08 AM","Healthy","0"
"9/21/2019 7:24:08 AM","Healthy","0"
"9/21/2019 7:24:08 AM","Healthy","0"
"9/21/2019 7:24:08 AM","Healthy","0"
"9/21/2019 7:24:08 AM","Healthy","0"
"9/21/2019 7:21:08 AM","Healthy","6.616541"
"9/21/2019 7:21:08 AM","Healthy","6.015038"
"9/21/2019 7:21:08 AM","Unhealthy","6.015038"
"9/21/2019 7:21:08 AM","Unhealthy","6.616541"
"9/21/2019 7:18:08 AM","Healthy","0"
"9/21/2019 7:18:08 AM","Healthy","0"
"9/21/2019 7:18:08 AM","Healthy","0"
"9/21/2019 7:18:08 AM","Healthy","0"
"9/21/2019 7:15:08 AM","Healthy","0"
"9/21/2019 7:15:08 AM","Healthy","0"
"9/21/2019 7:15:08 AM","Healthy","0"
"9/21/2019 7:15:08 AM","Healthy","0"
